YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-04,WEEKDAY,16,TRAIN,CC12,10977,6934
2024-04,WEEKDAY,19,TRAIN,NE4/DT19,96404,65598
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,NE4/DT19,35763,24404
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,CC3,4686,6198
2024-04,WEEKDAY,13,TRAIN,CC3,7261,7423
2024-04,WEEKDAY,20,TRAIN,NE12/CC13,56343,81080
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,NE12/CC13,24079,28029
2024-04,WEEKDAY,22,TRAIN,CC19/DT9,4516,2969
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,CC19/DT9,1382,1191
2024-04,WEEKDAY,5,TRAIN,NS23,467,442
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NS23,103,50
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,TE8,1040,1267
2024-04,WEEKDAY,23,TRAIN,TE8,2441,3025
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,TE12,1923,2493
2024-04,WEEKDAY,10,TRAIN,TE12,4687,6255
2024-04,WEEKDAY,9,TRAIN,EW17,41330,27532
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW17,12083,9230
2024-04,WEEKDAY,20,TRAIN,DT6,4271,6204
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,DT6,991,2324
2024-04,WEEKDAY,18,TRAIN,TE6,15806,33163
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,TE6,4319,5617
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,EW11,10008,8761
2024-04,WEEKDAY,11,TRAIN,EW11,19690,14487
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,DT10/TE11,1771,2827
2024-04,WEEKDAY,20,TRAIN,DT10/TE11,5152,7553
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW21/CC22,10593,9609
2024-04,WEEKDAY,14,TRAIN,EW21/CC22,23541,19187
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,TE15,4379,4346
2024-04,WEEKDAY,16,TRAIN,TE15,8200,9547
2024-04,WEEKDAY,5,TRAIN,CC6,169,31
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,CC6,27,1
2024-04,WEEKDAY,7,TRAIN,DT31,30413,12419
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,DT31,3169,1631
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,CC23,19,136
2024-04,WEEKDAY,0,TRAIN,CC23,95,255
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,CC28,1713,2166
2024-04,WEEKDAY,18,TRAIN,CC28,6127,10241
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,CC19/DT9,5061,4956
2024-04,WEEKDAY,15,TRAIN,CC19/DT9,7026,7384
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CC27,453,1500
2024-04,WEEKDAY,9,TRAIN,CC27,1322,36289
2024-04,WEEKDAY,19,TRAIN,NE11,19321,29340
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,NE11,6182,7374
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,PE6,2074,3109
2024-04,WEEKDAY,20,TRAIN,PE6,5332,8444
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,PE3,2910,2071
2024-04,WEEKDAY,8,TRAIN,PE3,14660,10764
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW29,5140,3764
2024-04,WEEKDAY,14,TRAIN,EW29,8559,4720
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,BP9,732,1053
2024-04,WEEKDAY,18,TRAIN,BP9,2068,5665
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,CC28,632,2094
2024-04,WEEKDAY,21,TRAIN,CC28,1402,4947
2024-04,WEEKDAY,13,TRAIN,TE15,11419,8660
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,TE15,3981,4905
2024-04,WEEKDAY,17,TRAIN,PE1,4140,6380
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,PE1,1795,1726
2024-04,WEEKDAY,16,TRAIN,EW14/NS26,71802,29439
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,EW14/NS26,12211,10599
2024-04,WEEKDAY,9,TRAIN,NS4/BP1,40346,23648
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,NS4/BP1,16415,10980
2024-04,WEEKDAY,8,TRAIN,BP13,3701,807
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,BP13,718,278
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW2/DT32,25860,26397
2024-04,WEEKDAY,15,TRAIN,EW2/DT32,43958,54717
2024-04,WEEKDAY,17,TRAIN,NS19,62267,61885
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,NS19,19570,20424
2024-04,WEEKDAY,10,TRAIN,CC4/DT15,5622,27836
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,CC4/DT15,3015,11286
2024-04,WEEKDAY,20,TRAIN,CC20,3178,6201
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,CC20,1253,2150
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,BP4,223,972
2024-04,WEEKDAY,21,TRAIN,BP4,1930,2663
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,EW20,4206,5595
2024-04,WEEKDAY,19,TRAIN,EW20,18196,22925
2024-04,WEEKDAY,13,TRAIN,PE5,9008,6735
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,PE5,2706,2579
2024-04,WEEKDAY,13,TRAIN,CC26,3544,4279
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,CC26,1264,1302
2024-04,WEEKDAY,11,TRAIN,SW5,7061,6100
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,SW5,4659,3725
2024-04,WEEKDAY,0,TRAIN,EW18,76,440
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,EW18,24,259
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,EW32,1810,3621
2024-04,WEEKDAY,20,TRAIN,EW32,9860,3830
2024-04,WEEKDAY,15,TRAIN,TE7,6025,6151
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,TE7,3049,2591
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,2594,1895
2024-04,WEEKDAY,10,TRAIN,CC17/TE9,5147,3317
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,CC25,2880,2396
2024-04,WEEKDAY,13,TRAIN,CC25,5187,4573
2024-04,WEEKDAY,12,TRAIN,BP10,2720,2889
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1734,1479
2024-04,WEEKDAY,10,TRAIN,NE10,14812,10236
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,NE10,8506,5691
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,CC4/DT15,460,1805
2024-04,WEEKDAY,6,TRAIN,CC4/DT15,750,8545
2024-04,WEEKDAY,7,TRAIN,EW24/NS1,68882,178709
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,EW24/NS1,11860,17407
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,DT17,2608,2241
2024-04,WEEKDAY,20,TRAIN,DT17,28399,5312
2024-04,WEEKDAY,6,TRAIN,CC6,1725,4327
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,CC6,547,2117
2024-04,WEEKDAY,5,TRAIN,CC8,1358,103
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,CC8,262,16
2024-04,WEEKDAY,9,TRAIN,CC23,3878,97884
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CC23,998,2882
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,8934,3959
2024-04,WEEKDAY,6,TRAIN,BP6/DT1,61521,29631
2024-04,WEEKDAY,16,TRAIN,NE4/DT19,63900,53184
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,NE4/DT19,35589,30647
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1386,2395
2024-04,WEEKDAY,19,TRAIN,SE1,3603,10552
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,CC28,1999,1226
2024-04,WEEKDAY,10,TRAIN,CC28,3187,2023
2024-04,WEEKDAY,9,TRAIN,EW18,27719,28127
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW18,8119,6902
2024-04,WEEKDAY,11,TRAIN,SW2,3963,2331
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3797,2215
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1677,1944
2024-04,WEEKDAY,13,TRAIN,DT23,3118,4319
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,PW7,1330,1501
2024-04,WEEKDAY,15,TRAIN,PW7,3235,3247
2024-04,WEEKDAY,5,TRAIN,NE11,727,439
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NE11,90,43
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,PE1,1683,1800
2024-04,WEEKDAY,16,TRAIN,PE1,3285,4809
2024-04,WEEKDAY,18,TRAIN,NS23,76344,81785
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,NS23,26284,21463
2024-04,WEEKDAY,11,TRAIN,TE19,8072,6914
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,TE19,1286,1448
2024-04,WEEKDAY,19,TRAIN,SE2,3649,14806
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1628,3282
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NS15,829,360
2024-04,WEEKDAY,5,TRAIN,NS15,4282,2735
2024-04,WEEKDAY,15,TRAIN,NS18,11901,12425
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,NS18,5684,5673
2024-04,WEEKDAY,14,TRAIN,EW32,2798,1614
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW32,2117,1229
2024-04,WEEKDAY,0,TRAIN,SW3,28,344
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,SW3,5,146
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,EW16/NE3/TE17,11724,10310
2024-04,WEEKDAY,18,TRAIN,EW16/NE3/TE17,124286,39755
2024-04,WEEKDAY,5,TRAIN,NS7,40916,2835
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NS7,7674,1352
2024-04,WEEKDAY,22,TRAIN,DT23,3461,2317
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,DT23,1137,997
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,TE1,2075,499
2024-04,WEEKDAY,6,TRAIN,TE1,9438,3186
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,SW6,1579,1992
2024-04,WEEKDAY,18,TRAIN,SW6,5727,10280
2024-04,WEEKDAY,14,TRAIN,NS25/EW13,44824,41553
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NS25/EW13,30965,37370
2024-04,WEEKDAY,7,TRAIN,PE2,20276,9796
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,PE2,2020,432
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,PE1,1571,1699
2024-04,WEEKDAY,15,TRAIN,PE1,3338,4032
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,EW32,1771,1774
2024-04,WEEKDAY,6,TRAIN,EW32,4378,9830
2024-04,WEEKDAY,19,TRAIN,PW7,4021,6151
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,PW7,1180,1636
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,SW2,3140,2634
2024-04,WEEKDAY,17,TRAIN,SW2,5919,8128
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,CC4/DT15,10193,2208
2024-04,WEEKDAY,22,TRAIN,CC4/DT15,24118,3566
2024-04,WEEKDAY,8,TRAIN,EW5,93024,37580
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,EW5,15171,8567
2024-04,WEEKDAY,19,TRAIN,EW4,17136,35796
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,EW4,5448,9115
2024-04,WEEKDAY,10,TRAIN,CC6,4020,6730
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,CC6,5121,6272
2024-04,WEEKDAY,11,TRAIN,NS12,12748,6269
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,NS12,9268,4801
2024-04,WEEKDAY,9,TRAIN,CG1/DT35,3661,66477
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CG1/DT35,1410,4998
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW30,361,1289
2024-04,WEEKDAY,21,TRAIN,EW30,2480,1119
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,CC24,5315,2926
2024-04,WEEKDAY,16,TRAIN,CC24,45830,11366
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NE13,12156,10559
2024-04,WEEKDAY,14,TRAIN,NE13,18735,20726
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,BP4,1007,451
2024-04,WEEKDAY,10,TRAIN,BP4,2413,5702
2024-04,WEEKDAY,17,TRAIN,EW3,28927,30906
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW3,8550,10525
2024-04,WEEKDAY,11,TRAIN,SW4,2629,1524
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,SW4,1777,1073
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1243,2422
2024-04,WEEKDAY,20,TRAIN,DT34,4837,7185
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,PW7,1464,1501
2024-04,WEEKDAY,16,TRAIN,PW7,3425,4011
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,PE1,2248,1544
2024-04,WEEKDAY,12,TRAIN,PE1,3532,2688
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,NE8,25840,33196
2024-04,WEEKDAY,18,TRAIN,NE8,48627,75120
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,DT10/TE11,4367,3410
2024-04,WEEKDAY,13,TRAIN,DT10/TE11,11127,6128
2024-04,WEEKDAY,20,TRAIN,NS17/CC15,38684,49649
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,NS17/CC15,13707,16825
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CC3,5687,5633
2024-04,WEEKDAY,14,TRAIN,CC3,6902,6467
2024-04,WEEKDAY,14,TRAIN,EW31,2139,851
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW31,1495,527
2024-04,WEEKDAY,0,TRAIN,NE11,77,288
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,NE11,32,148
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,CC24,5149,3386
2024-04,WEEKDAY,18,TRAIN,CC24,105662,17766
2024-04,WEEKDAY,7,TRAIN,DT24,15698,8393
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,DT24,2344,1245
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,EW32,1,381
2024-04,WEEKDAY,0,TRAIN,EW32,0,313
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,5713,6765
2024-04,WEEKDAY,19,TRAIN,CC10/DT26,24734,25689
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,DT6,3522,2842
2024-04,WEEKDAY,17,TRAIN,DT6,21616,9958
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CC14,2642,3294
2024-04,WEEKDAY,14,TRAIN,CC14,8634,7883
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,NS23,5409,19155
2024-04,WEEKDAY,10,TRAIN,NS23,12190,40558
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW9,8680,11987
2024-04,WEEKDAY,21,TRAIN,EW9,16262,30462
2024-04,WEEKDAY,21,TRAIN,NE10,9578,17657
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,NE10,3277,7449
2024-04,WEEKDAY,16,TRAIN,DT10/TE11,12065,8632
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,DT10/TE11,4478,3216
2024-04,WEEKDAY,10,TRAIN,EW3,17128,10495
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,EW3,9003,4883
2024-04,WEEKDAY,23,TRAIN,EW26,2509,19965
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,EW26,1271,9334
2024-04,WEEKDAY,9,TRAIN,DT27,10907,16966
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,DT27,3499,2642
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NE11,1287,917
2024-04,WEEKDAY,6,TRAIN,NE11,11408,8244
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,DT33,8678,2530
2024-04,WEEKDAY,10,TRAIN,DT33,18903,4313
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1276,2119
2024-04,WEEKDAY,19,TRAIN,DT7,5783,8202
2024-04,WEEKDAY,14,TRAIN,EW5,27848,27689
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW5,17033,15712
2024-04,WEEKDAY,14,TRAIN,PE4,1413,2001
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,PE4,850,921
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,BP12,1667,800
2024-04,WEEKDAY,12,TRAIN,BP12,3403,1266
2024-04,WEEKDAY,16,TRAIN,DT24,4532,5425
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,DT24,1877,2052
2024-04,WEEKDAY,21,TRAIN,EW33,1853,3687
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW33,1388,2431
2024-04,WEEKDAY,9,TRAIN,NE12/CC13,87012,34152
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,NE12/CC13,27172,17182
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,SW2,951,1753
2024-04,WEEKDAY,21,TRAIN,SW2,2195,4883
2024-04,WEEKDAY,14,TRAIN,NE11,13427,14570
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NE11,7508,7036
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,TE15,4242,4630
2024-04,WEEKDAY,17,TRAIN,TE15,12230,12818
2024-04,WEEKDAY,5,TRAIN,EW28,16704,1146
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,EW28,3040,206
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,BP7,316,318
2024-04,WEEKDAY,9,TRAIN,BP7,1372,743
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1433,549
2024-04,WEEKDAY,15,TRAIN,EW30,2968,706
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NS18,6309,5576
2024-04,WEEKDAY,14,TRAIN,NS18,14000,11652
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CG1/DT35,6625,6964
2024-04,WEEKDAY,14,TRAIN,CG1/DT35,12787,12129
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,SW6,2007,1366
2024-04,WEEKDAY,12,TRAIN,SW6,4067,2463
2024-04,WEEKDAY,23,TRAIN,CC8,1661,3964
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,CC8,796,1633
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1771,1918
2024-04,WEEKDAY,15,TRAIN,DT24,4109,4487
2024-04,WEEKDAY,7,TRAIN,EW17,55304,27013
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,EW17,6719,4114
2024-04,WEEKDAY,23,TRAIN,DT13,4927,4075
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,DT13,1982,1949
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,BP13,285,30
2024-04,WEEKDAY,5,TRAIN,BP13,1763,142
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,PE7,2012,2202
2024-04,WEEKDAY,15,TRAIN,PE7,3120,5155
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4400,3106
2024-04,WEEKDAY,10,TRAIN,PE6,7630,5536
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,DT5,7826,6906
2024-04,WEEKDAY,9,TRAIN,DT5,20014,13059
2024-04,WEEKDAY,6,TRAIN,PE7,9168,2930
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,PE7,878,466
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,18251,53148
2024-04,WEEKDAY,10,TRAIN,TE14/NS22,26711,86626
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,BP5,632,807
2024-04,WEEKDAY,19,TRAIN,BP5,2619,3942
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,SW1,1092,1157
2024-04,WEEKDAY,18,TRAIN,SW1,5703,4454
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,EW22,2798,1801
2024-04,WEEKDAY,11,TRAIN,EW22,12067,11992
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,BP7,147,548
2024-04,WEEKDAY,21,TRAIN,BP7,328,1687
2024-04,WEEKDAY,16,TRAIN,TE12,8097,3330
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,TE12,1923,1387
2024-04,WEEKDAY,18,TRAIN,CC2,19958,8108
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,CC2,3866,1744
2024-04,WEEKDAY,23,TRAIN,EW15,13016,3003
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,EW15,3566,1185
2024-04,WEEKDAY,0,TRAIN,TE19,42,61
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,TE19,15,28
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,DT22,4233,6490
2024-04,WEEKDAY,11,TRAIN,DT22,7284,7803
2024-04,WEEKDAY,23,TRAIN,NS23,16228,4288
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,NS23,6924,1991
2024-04,WEEKDAY,17,TRAIN,BP6/DT1,48502,77750
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,19713,22527
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,DT10/TE11,3729,3035
2024-04,WEEKDAY,15,TRAIN,DT10/TE11,13355,7045
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,7346,5839
2024-04,WEEKDAY,19,TRAIN,CG1/DT35,45113,11515
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,PW1,1202,444
2024-04,WEEKDAY,20,TRAIN,PW1,2209,791
2024-04,WEEKDAY,10,TRAIN,NS21/DT11,47992,49601
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,26198,26064
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,EW27,1920,11743
2024-04,WEEKDAY,23,TRAIN,EW27,4919,23796
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NS10,13619,3828
2024-04,WEEKDAY,6,TRAIN,NS10,101033,23148
2024-04,WEEKDAY,5,TRAIN,NE1/CC29,1766,282
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,691,38
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1602,1822
2024-04,WEEKDAY,17,TRAIN,SE4,4068,6456
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,CC2,130,362
2024-04,WEEKDAY,6,TRAIN,CC2,360,2012
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,EW29,3733,7186
2024-04,WEEKDAY,8,TRAIN,EW29,8882,73309
2024-04,WEEKDAY,21,TRAIN,DT7,1830,3850
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,DT7,723,1459
2024-04,WEEKDAY,13,TRAIN,EW26,24177,17938
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,EW26,15418,10901
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CC14,2176,3279
2024-04,WEEKDAY,19,TRAIN,CC14,10551,15890
2024-04,WEEKDAY,14,TRAIN,SW6,3870,4558
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1601,1495
2024-04,WEEKDAY,15,TRAIN,EW29,12549,4252
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW29,6461,3671
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NE10,192,61
2024-04,WEEKDAY,5,TRAIN,NE10,1794,441
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,33028,27447
2024-04,WEEKDAY,18,TRAIN,CE1/DT16,56482,48295
2024-04,WEEKDAY,20,TRAIN,NE5,23939,12331
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,NE5,8241,6011
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,NE8,27882,12777
2024-04,WEEKDAY,21,TRAIN,NE8,41248,28087
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,918,1646
2024-04,WEEKDAY,10,TRAIN,NS27/CE2/TE20,1680,6416
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,CC16,3519,2158
2024-04,WEEKDAY,11,TRAIN,CC16,6590,3593
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW17,12281,14571
2024-04,WEEKDAY,17,TRAIN,EW17,39284,48781
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,DT25,1921,1594
2024-04,WEEKDAY,14,TRAIN,DT25,3524,3177
2024-04,WEEKDAY,13,TRAIN,CC28,3047,2453
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,CC28,1896,1554
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,NE9,400,0
2024-04,WEEKDAY,5,TRAIN,NE9,3153,15
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1475,1756
2024-04,WEEKDAY,15,TRAIN,DT7,6142,5426
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,CC3,122,967
2024-04,WEEKDAY,6,TRAIN,CC3,191,3680
2024-04,WEEKDAY,9,TRAIN,CC20,8290,5183
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CC20,3128,2203
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,6697,10006
2024-04,WEEKDAY,8,TRAIN,EW16/NE3/TE17,34087,129964
2024-04,WEEKDAY,11,TRAIN,EW18,15653,12082
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,EW18,9575,6377
2024-04,WEEKDAY,8,TRAIN,TE7,15868,17550
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,TE7,2619,2701
2024-04,WEEKDAY,5,TRAIN,CC17/TE9,1869,191
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,315,20
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1703,1004
2024-04,WEEKDAY,12,TRAIN,BP2,2408,1446
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,44857,38511
2024-04,WEEKDAY,17,TRAIN,EW12/DT14,110011,75178
2024-04,WEEKDAY,22,TRAIN,PE7,1655,4049
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,PE7,323,1907
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,BP9,671,1010
2024-04,WEEKDAY,19,TRAIN,BP9,1781,5050
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,23157,18883
2024-04,WEEKDAY,11,TRAIN,NE17/PTC,33821,26331
2024-04,WEEKDAY,0,TRAIN,TE15,34,163
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,TE15,27,90
2024-04,WEEKDAY,21,TRAIN,NS7,19982,38683
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,NS7,15243,14429
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,BP5,460,767
2024-04,WEEKDAY,21,TRAIN,BP5,1240,2097
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,TE15,1832,2062
2024-04,WEEKDAY,8,TRAIN,TE15,12787,14014
