YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW27,14647,25646
2024-04,WEEKDAY,21,TRAIN,EW27,34478,57715
2024-04,WEEKDAY,20,TRAIN,PE3,3108,9561
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,PE3,1251,3278
2024-04,WEEKDAY,11,TRAIN,NS21/DT11,50416,43914
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,29281,27958
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,NS8,8684,9496
2024-04,WEEKDAY,18,TRAIN,NS8,33711,59145
2024-04,WEEKDAY,20,TRAIN,PW7,2373,4283
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,PW7,799,1597
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1323,722
2024-04,WEEKDAY,19,TRAIN,CC27,22723,3038
2024-04,WEEKDAY,13,TRAIN,EW32,2220,2022
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,EW32,2444,1118
2024-04,WEEKDAY,19,TRAIN,PE5,4258,15175
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,PE5,1570,3186
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,CC7,2362,1903
2024-04,WEEKDAY,7,TRAIN,CC7,14134,20139
2024-04,WEEKDAY,5,TRAIN,SW5,3925,226
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,SW5,794,48
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,PE2,2757,2589
2024-04,WEEKDAY,13,TRAIN,PE2,9829,6454
2024-04,WEEKDAY,14,TRAIN,NS24/NE6/CC1,32426,31132
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NS24/NE6/CC1,22559,22608
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2344,1288
2024-04,WEEKDAY,6,TRAIN,DT5,14991,4809
2024-04,WEEKDAY,21,TRAIN,CC21,16726,6815
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,CC21,6250,2832
2024-04,WEEKDAY,19,TRAIN,SW8,1945,3532
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,SW8,747,1022
2024-04,WEEKDAY,22,TRAIN,DT22,9943,9001
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,DT22,6791,3972
2024-04,WEEKDAY,21,TRAIN,DT22,11616,10210
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,DT22,9106,4644
2024-04,WEEKDAY,6,TRAIN,NE1/CC29,6812,28867
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,2219,7726
2024-04,WEEKDAY,8,TRAIN,NE17/PTC,127800,26363
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,17717,10729
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,19413,19677
2024-04,WEEKDAY,15,TRAIN,NE7/DT12,26159,24525
2024-04,WEEKDAY,9,TRAIN,PW1,778,2375
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,PW1,238,1469
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2237,815
2024-04,WEEKDAY,9,TRAIN,SW6,5556,1886
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,BP8,547,543
2024-04,WEEKDAY,21,TRAIN,BP8,1493,1756
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,PE1,2391,1000
2024-04,WEEKDAY,10,TRAIN,PE1,3547,1439
2024-04,WEEKDAY,12,TRAIN,CC3,5680,8893
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,CC3,3627,6216
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,EW21/CC22,7307,4134
2024-04,WEEKDAY,22,TRAIN,EW21/CC22,19783,10503
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW20,6807,5557
2024-04,WEEKDAY,17,TRAIN,EW20,31163,19079
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,TE22,13,8
2024-04,WEEKDAY,0,TRAIN,TE22,17,33
2024-04,WEEKDAY,13,TRAIN,BP10,3115,3019
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,BP10,1457,1532
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,BP7,291,575
2024-04,WEEKDAY,18,TRAIN,BP7,1582,3543
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,DT7,2131,1574
2024-04,WEEKDAY,12,TRAIN,DT7,3417,3456
2024-04,WEEKDAY,21,TRAIN,SE5,1126,3609
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,SE5,360,1537
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,DT5,3761,4750
2024-04,WEEKDAY,7,TRAIN,DT5,35643,17626
2024-04,WEEKDAY,14,TRAIN,CC7,6831,6695
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CC7,3098,3636
2024-04,WEEKDAY,19,TRAIN,TE22,3422,8462
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,TE22,3471,4679
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,TE18,6640,5905
2024-04,WEEKDAY,13,TRAIN,TE18,13265,9932
2024-04,WEEKDAY,6,TRAIN,NS7,60397,15585
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NS7,15476,7766
2024-04,WEEKDAY,5,TRAIN,CC4/DT15,93,208
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,CC4/DT15,30,10
2024-04,WEEKDAY,14,TRAIN,SE5,3603,2898
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,SE5,1206,1330
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CC25,2636,2439
2024-04,WEEKDAY,14,TRAIN,CC25,4933,5371
2024-04,WEEKDAY,22,TRAIN,DT6,3052,4561
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,DT6,636,1794
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,SW2,2994,2468
2024-04,WEEKDAY,18,TRAIN,SW2,7011,10806
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,DT18,2946,4299
2024-04,WEEKDAY,18,TRAIN,DT18,96846,20028
2024-04,WEEKDAY,5,TRAIN,PW1,12,52
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,PW1,2,17
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,DT7,247,410
2024-04,WEEKDAY,6,TRAIN,DT7,2668,2938
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,DT2,1538,438
2024-04,WEEKDAY,10,TRAIN,DT2,2192,900
2024-04,WEEKDAY,16,TRAIN,DT29,4924,8302
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,DT29,2917,3115
2024-04,WEEKDAY,21,TRAIN,EW5,21736,42545
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW5,9657,16428
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,PW5,2421,765
2024-04,WEEKDAY,9,TRAIN,PW5,3427,1636
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,PW3,990,490
2024-04,WEEKDAY,9,TRAIN,PW3,1872,1279
2024-04,WEEKDAY,22,TRAIN,PE3,1183,5101
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,PE3,500,2188
2024-04,WEEKDAY,15,TRAIN,CC7,7795,6880
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,CC7,2841,3629
2024-04,WEEKDAY,14,TRAIN,SW4,1747,3999
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,SW4,1239,1541
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,SW4,436,1383
2024-04,WEEKDAY,21,TRAIN,SW4,912,3846
2024-04,WEEKDAY,12,TRAIN,SE3,2840,1921
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1872,1258
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,CC14,351,1114
2024-04,WEEKDAY,23,TRAIN,CC14,829,2465
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,PE3,2857,2979
2024-04,WEEKDAY,16,TRAIN,PE3,6835,8874
2024-04,WEEKDAY,19,TRAIN,PW4,4621,12628
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,PW4,2923,3064
2024-04,WEEKDAY,5,TRAIN,PE4,725,174
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,PE4,131,12
2024-04,WEEKDAY,0,TRAIN,DT22,323,666
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,DT22,190,245
2024-04,WEEKDAY,13,TRAIN,CE1/DT16,25710,40379
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,19267,28423
2024-04,WEEKDAY,23,TRAIN,PE5,241,3211
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,PE5,139,1327
2024-04,WEEKDAY,9,TRAIN,NE1/CC29,18563,100387
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,NE1/CC29,7382,28860
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,EW28,3456,12994
2024-04,WEEKDAY,22,TRAIN,EW28,10270,26016
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,EW29,1508,3869
2024-04,WEEKDAY,22,TRAIN,EW29,4607,4107
2024-04,WEEKDAY,12,TRAIN,NE10,15461,11347
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,NE10,9506,6394
2024-04,WEEKDAY,21,TRAIN,TE4,3320,3943
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1400,1820
2024-04,WEEKDAY,20,TRAIN,CC5,5879,3783
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,CC5,2463,1709
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,DT23,1263,1214
2024-04,WEEKDAY,21,TRAIN,DT23,4271,3118
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,DT33,3817,1297
2024-04,WEEKDAY,6,TRAIN,DT33,31328,8833
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,TE5,2190,2300
2024-04,WEEKDAY,17,TRAIN,TE5,6775,8103
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NE8,19494,21843
2024-04,WEEKDAY,14,TRAIN,NE8,25483,27333
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,DT24,725,2620
2024-04,WEEKDAY,22,TRAIN,DT24,1696,6449
2024-04,WEEKDAY,16,TRAIN,NS17/CC15,48204,50096
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,20734,21235
2024-04,WEEKDAY,9,TRAIN,TE19,1866,50689
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,TE19,480,1365
2024-04,WEEKDAY,12,TRAIN,CC7,7908,5574
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,CC7,3761,2755
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,DT34,2736,1863
2024-04,WEEKDAY,17,TRAIN,DT34,16120,6292
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NS10,16173,14497
2024-04,WEEKDAY,14,TRAIN,NS10,28362,28435
2024-04,WEEKDAY,0,TRAIN,EW7,160,1191
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,EW7,71,537
2024-04,WEEKDAY,17,TRAIN,DT24,11025,10210
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2126,2467
2024-04,WEEKDAY,7,TRAIN,DT29,30158,7874
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,DT29,3242,1126
2024-04,WEEKDAY,8,TRAIN,DT27,19908,37154
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,DT27,3386,3656
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,EW30,931,327
2024-04,WEEKDAY,10,TRAIN,EW30,1175,1577
2024-04,WEEKDAY,15,TRAIN,NE16/STC,39847,52112
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,NE16/STC,21683,22544
2024-04,WEEKDAY,0,TRAIN,TE14/NS22,368,437
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,TE14/NS22,173,280
2024-04,WEEKDAY,10,TRAIN,CC12,5521,2570
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,CC12,3556,1845
2024-04,WEEKDAY,9,TRAIN,SE2,9224,2552
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,SE2,3683,1449
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW28,14926,5239
2024-04,WEEKDAY,9,TRAIN,EW28,33271,22862
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,CC25,16,96
2024-04,WEEKDAY,0,TRAIN,CC25,75,266
2024-04,WEEKDAY,0,TRAIN,DT5,125,1589
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,DT5,62,633
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,PW5,2519,852
2024-04,WEEKDAY,10,TRAIN,PW5,2604,1370
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,EW9,158,668
2024-04,WEEKDAY,0,TRAIN,EW9,350,1335
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,DT20,2871,2895
2024-04,WEEKDAY,12,TRAIN,DT20,6179,5323
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,SE2,2802,2539
2024-04,WEEKDAY,17,TRAIN,SE2,5311,9837
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW33,2412,942
2024-04,WEEKDAY,9,TRAIN,EW33,3582,4018
2024-04,WEEKDAY,19,TRAIN,PE2,3565,14057
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,PE2,1559,3170
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,SW2,2443,2703
2024-04,WEEKDAY,14,TRAIN,SW2,3430,4955
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,NS16,15949,25124
2024-04,WEEKDAY,19,TRAIN,NS16,52199,106265
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,PE7,75,1004
2024-04,WEEKDAY,23,TRAIN,PE7,188,2078
2024-04,WEEKDAY,20,TRAIN,NS20,48188,16416
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,NS20,14433,6105
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,CC3,6932,5553
2024-04,WEEKDAY,15,TRAIN,CC3,8290,6311
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,CC16,1335,2585
2024-04,WEEKDAY,21,TRAIN,CC16,4041,6894
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,NS7,10573,10343
2024-04,WEEKDAY,13,TRAIN,NS7,16480,14272
2024-04,WEEKDAY,0,TRAIN,DT30,28,1081
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,DT30,13,407
2024-04,WEEKDAY,15,TRAIN,EW28,17843,17549
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW28,10739,9150
2024-04,WEEKDAY,8,TRAIN,SE3,10467,1406
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1788,525
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,CC12,579,2190
2024-04,WEEKDAY,22,TRAIN,CC12,1584,5678
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CC3,744,6532
2024-04,WEEKDAY,9,TRAIN,CC3,2046,20219
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,2797,389
2024-04,WEEKDAY,5,TRAIN,EW2/DT32,15090,2118
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,26683,30302
2024-04,WEEKDAY,16,TRAIN,NS9/TE2,51249,83437
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,NS7,17478,13130
2024-04,WEEKDAY,7,TRAIN,NS7,70426,45744
2024-04,WEEKDAY,21,TRAIN,NS24/NE6/CC1,60870,15430
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,22366,6791
2024-04,WEEKDAY,6,TRAIN,NS5,71486,19350
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NS5,9277,2307
2024-04,WEEKDAY,15,TRAIN,BP11,2159,3245
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,BP11,1340,1266
2024-04,WEEKDAY,15,TRAIN,EW33,3391,1743
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW33,2053,1250
2024-04,WEEKDAY,23,TRAIN,DT5,2404,7333
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,DT5,766,3258
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,DT17,3483,3172
2024-04,WEEKDAY,18,TRAIN,DT17,136998,11863
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,SW7,1063,1121
2024-04,WEEKDAY,15,TRAIN,SW7,2057,3133
2024-04,WEEKDAY,5,TRAIN,EW4,4167,523
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,EW4,952,73
2024-04,WEEKDAY,19,TRAIN,CC16,11932,14021
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2268,2890
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,EW4,5794,4937
2024-04,WEEKDAY,7,TRAIN,EW4,42386,45189
2024-04,WEEKDAY,15,TRAIN,NS8,17032,15159
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,NS8,7503,6999
2024-04,WEEKDAY,12,TRAIN,BP7,825,909
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,BP7,356,445
2024-04,WEEKDAY,0,TRAIN,NS17/CC15,802,2488
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,341,1125
2024-04,WEEKDAY,11,TRAIN,PE4,1653,784
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,PE4,1072,709
2024-04,WEEKDAY,14,TRAIN,NE5,10787,12144
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NE5,6057,6775
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,12055,8253
2024-04,WEEKDAY,15,TRAIN,EW16/NE3/TE17,38862,23533
2024-04,WEEKDAY,9,TRAIN,TE4,4328,4322
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,TE4,2057,2170
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1516,1376
2024-04,WEEKDAY,17,TRAIN,PW1,3227,3091
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,DT6,259,928
2024-04,WEEKDAY,23,TRAIN,DT6,522,2335
2024-04,WEEKDAY,15,TRAIN,CG2,30595,18657
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,CG2,17483,13423
2024-04,WEEKDAY,13,TRAIN,EW6,9367,10061
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,EW6,5625,5207
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,NS14,17449,8925
2024-04,WEEKDAY,10,TRAIN,NS14,34322,13664
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,TE18,3744,6638
2024-04,WEEKDAY,11,TRAIN,TE18,7239,13317
2024-04,WEEKDAY,19,TRAIN,PW3,2129,3820
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,PW3,824,1253
2024-04,WEEKDAY,7,TRAIN,NS19,66409,53682
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,NS19,9758,6444
2024-04,WEEKDAY,16,TRAIN,EW19,16926,18746
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,EW19,7501,7772
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,EW31,1562,2245
2024-04,WEEKDAY,8,TRAIN,EW31,2960,22466
2024-04,WEEKDAY,5,TRAIN,EW12/DT14,6269,983
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,854,169
2024-04,WEEKDAY,9,TRAIN,PE4,2052,730
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,PE4,814,464
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,PE1,339,1887
2024-04,WEEKDAY,22,TRAIN,PE1,654,4198
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,PE2,151,1393
2024-04,WEEKDAY,23,TRAIN,PE2,307,3419
2024-04,WEEKDAY,18,TRAIN,NS18,34632,35393
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,NS18,6306,7433
2024-04,WEEKDAY,17,TRAIN,EW4,36208,20421
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW4,8759,8013
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,DT8,2068,1607
2024-04,WEEKDAY,13,TRAIN,DT8,8230,4112
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,CC21,5598,3396
2024-04,WEEKDAY,20,TRAIN,CC21,15045,9475
2024-04,WEEKENDS/HOLIDAY,21,TRAIN,EW15,9248,3938
2024-04,WEEKDAY,21,TRAIN,EW15,51151,9497
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,SW5,4276,3872
2024-04,WEEKDAY,14,TRAIN,SW5,8169,8562
2024-04,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3536,2854
2024-04,WEEKDAY,13,TRAIN,DT6,9787,7076
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CE1/DT16,3454,17589
2024-04,WEEKDAY,9,TRAIN,CE1/DT16,8042,39493
2024-04,WEEKDAY,6,TRAIN,SE5,4852,2689
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,SE5,607,188
2024-04,WEEKDAY,17,TRAIN,EW25,13037,21300
2024-04,WEEKENDS/HOLIDAY,17,TRAIN,EW25,6399,7115
2024-04,WEEKDAY,0,TRAIN,DT17,274,77
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,DT17,55,49
2024-04,WEEKDAY,0,TRAIN,EW27,142,5495
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,EW27,93,2784
2024-04,WEEKDAY,9,TRAIN,CG2,14342,26809
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CG2,6288,10232
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,27657,27570
2024-04,WEEKDAY,16,TRAIN,EW2/DT32,50032,66910
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,24060,23140
2024-04,WEEKDAY,14,TRAIN,NE17/PTC,38537,45377
2024-04,WEEKDAY,9,TRAIN,EW30,911,3310
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW30,844,493
2024-04,WEEKDAY,22,TRAIN,SW1,1902,954
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,SW1,695,425
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,TE16,2143,3383
2024-04,WEEKDAY,20,TRAIN,TE16,5134,7542
2024-04,WEEKDAY,7,TRAIN,NS8,86701,29103
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,NS8,9012,4976
2024-04,WEEKDAY,19,TRAIN,CC4/DT15,45709,20869
2024-04,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,14295,7023
2024-04,WEEKDAY,11,TRAIN,CC20,4459,3395
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,CC20,3077,2492
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,NE16/STC,18365,8190
2024-04,WEEKDAY,8,TRAIN,NE16/STC,128114,27104
2024-04,WEEKDAY,6,TRAIN,CC21,5428,3934
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,CC21,849,927
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,NE14,69,1242
2024-04,WEEKDAY,0,TRAIN,NE14,169,2942
2024-04,WEEKDAY,5,TRAIN,CE1/DT16,1042,1
2024-04,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,262,0
2024-04,WEEKDAY,8,TRAIN,DT2,8252,8116
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,DT2,1255,593
2024-04,WEEKENDS/HOLIDAY,0,TRAIN,CC28,5,63
2024-04,WEEKDAY,0,TRAIN,CC28,24,156
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,EW10,5606,6204
2024-04,WEEKDAY,22,TRAIN,EW10,9071,15116
2024-04,WEEKDAY,23,TRAIN,EW4,1401,9463
2024-04,WEEKENDS/HOLIDAY,23,TRAIN,EW4,671,4020
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW20,5269,5020
2024-04,WEEKDAY,14,TRAIN,EW20,11117,9945
2024-04,WEEKDAY,14,TRAIN,EW26,20891,19690
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,EW26,13267,12048
2024-04,WEEKDAY,6,TRAIN,NS20,5698,36553
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1022,9516
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2331,481
2024-04,WEEKDAY,6,TRAIN,DT29,15562,2410
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,1934,5204
2024-04,WEEKDAY,7,TRAIN,NS24/NE6/CC1,10555,30380
2024-04,WEEKDAY,7,TRAIN,BP7,4444,3138
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,BP7,279,166
2024-04,WEEKDAY,20,TRAIN,BP11,1263,5203
2024-04,WEEKENDS/HOLIDAY,20,TRAIN,BP11,519,1502
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,25737,57042
2024-04,WEEKDAY,11,TRAIN,TE14/NS22,36923,86562
2024-04,WEEKDAY,7,TRAIN,NE7/DT12,23756,34577
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,5731,6980
2024-04,WEEKDAY,18,TRAIN,CC3,25148,13690
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,CC3,7984,5580
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,NS5,12064,12854
2024-04,WEEKDAY,14,TRAIN,NS5,23730,21980
2024-04,WEEKDAY,16,TRAIN,DT7,7530,5405
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1773,1951
2024-04,WEEKENDS/HOLIDAY,8,TRAIN,CC3,524,3111
2024-04,WEEKDAY,8,TRAIN,CC3,2170,21679
2024-04,WEEKDAY,22,TRAIN,CC7,6431,7404
2024-04,WEEKENDS/HOLIDAY,22,TRAIN,CC7,3362,3269
2024-04,WEEKDAY,10,TRAIN,PW4,4464,2840
2024-04,WEEKENDS/HOLIDAY,10,TRAIN,PW4,2741,2118
2024-04,WEEKENDS/HOLIDAY,18,TRAIN,BP13,539,432
2024-04,WEEKDAY,18,TRAIN,BP13,1463,3557
2024-04,WEEKDAY,7,TRAIN,BP9,7190,2775
2024-04,WEEKENDS/HOLIDAY,7,TRAIN,BP9,915,551
2024-04,WEEKDAY,16,TRAIN,CC26,6862,2741
2024-04,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1430,1051
2024-04,WEEKDAY,15,TRAIN,DT29,4202,6290
2024-04,WEEKENDS/HOLIDAY,15,TRAIN,DT29,2671,2985
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1139,954
2024-04,WEEKDAY,9,TRAIN,EW31,1263,4374
2024-04,WEEKDAY,14,TRAIN,PW4,3888,6001
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,PW4,3113,3174
2024-04,WEEKENDS/HOLIDAY,12,TRAIN,EW7,8924,6982
2024-04,WEEKDAY,12,TRAIN,EW7,14706,12541
2024-04,WEEKDAY,9,TRAIN,CC12,11419,3999
2024-04,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3046,1428
2024-04,WEEKDAY,6,TRAIN,NS19,34472,20796
2024-04,WEEKENDS/HOLIDAY,6,TRAIN,NS19,6529,3483
2024-04,WEEKENDS/HOLIDAY,11,TRAIN,NS28,2019,3074
2024-04,WEEKDAY,11,TRAIN,NS28,1518,1553
2024-04,WEEKENDS/HOLIDAY,14,TRAIN,CG2,14308,15576
2024-04,WEEKDAY,14,TRAIN,CG2,26260,22582
