,h3_index,h3_address,latitude,longitude,geometry,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
59,134,876526acaffffff,1.3451998493664004,103.9183464474132,"POLYGON ((103.93131209411244 1.3416247743039629, 103.92816156491546 1.3546776908528833, 103.91519517152994 1.358253424852427, 103.90537971955744 1.3487751431940527, 103.908531442891 1.3357220038846724, 103.92149742427456 1.3321473688018757, 103.93131209411244 1.3416247743039629))",61.5182,267.94705,246.10634,321.96622,215.42822,234.73454,154.00845,194.53156,212.52376,153.79683,224.67947,289.1196,188.20132,146.89088,153.61537,62.557438
60,135,876526ac2ffffff,1.3403769456754195,103.98001630513836,"POLYGON ((103.99297727590823 1.3368023098795927, 103.98983018425666 1.3498530169705802, 103.97686846575323 1.3534283150974038, 103.96705424746357 1.3439518022290973, 103.97020253534912 1.3309008672958413, 103.98316384550351 1.3273266728809432, 103.99297727590823 1.3368023098795927))",7.224332,4.652387,1.6305143,1.5749865,1.7809815,1.7783544,3.2646124,4.3620515,9.154997,6.9451046,6.293259,8.298316,3.9946227,6.7904215,5.6399918,3.9495142
61,137,876526ad1ffffff,1.3629048199622196,103.9866827935669,"POLYGON ((103.99964417213006 1.359329079828632, 103.99649723033046 1.372381315470655, 103.98353510381529 1.3759577175196456, 103.97372032732454 1.36648077981233, 103.97686846575323 1.3534283150974038, 103.98983018425666 1.3498530169705802, 103.99964417213006 1.359329079828632))",9.39955,9.194359,10.110182,8.394354,10.7879,13.272957,17.174767,23.356426,16.028887,26.588076,20.329813,22.090853,24.438229,30.029343,24.337938,8.149796
62,138,876520d9effffff,1.3382134346795274,103.81107928393888,"POLYGON ((103.82405238368568 1.3346383696865007, 103.82089603897339 1.3476939136597839, 103.80792219444629 1.3512696321995141, 103.79810511316208 1.341788715808257, 103.80126264822724 1.328732958375338, 103.81423607443938 1.325158330600942, 103.82405238368568 1.3346383696865007))",15.109077,61.405647,57.314137,38.646408,92.546364,69.08286,55.79308,36.264927,36.87129,57.075905,54.08802,63.973476,39.842,29.553661,11.1875,5.458887
63,139,876520c13ffffff,1.3027699036623577,103.67430867244236,"POLYGON ((103.68729009206783 1.2991961582570106, 103.68412661786236 1.3122529513782275, 103.671144456033 1.31582734434885, 103.66132619491715 1.3063438633041449, 103.6644908544167 1.293286869369308, 103.67747258995554 1.2897135571001832, 103.68729009206783 1.2991961582570106))",24.695366,32.979435,92.64534,86.69446,168.61911,164.87581,119.36315,318.73892,488.8657,251.24039,124.29854,89.20224,31.671179,33.44316,8.526071,6.291707
64,140,876520d90ffffff,1.3274888903473656,103.8499953653004,"POLYGON ((103.86296524477537 1.3239144771205373, 103.85981113567044 1.3369680556361725, 103.8468405107822 1.3405431248181052, 103.83702441120512 1.3310635213891948, 103.84017971194218 1.3180097264283923, 103.85314992083924 1.314435751149279, 103.86296524477537 1.3239144771205373))",148.73662,330.4544,270.77396,256.40897,314.73193,325.1997,275.6256,319.3257,291.19543,420.16226,349.03714,347.27792,238.64438,237.05763,113.74296,55.650375
65,145,876526ad9ffffff,1.3677317015964654,103.92501073667798,"POLYGON ((103.93797679482367 1.3641555269907724, 103.93482641442736 1.3772099720726385, 103.9218596093765 1.3807868051984415, 103.91204359660128 1.3713080939239661, 103.91519517152994 1.358253424852427, 103.92816156491546 1.3546776908528833, 103.93797679482367 1.3641555269907724))",92.00008,87.79745,76.66261,73.94704,57.533447,81.639015,80.84947,81.66531,152.48315,121.65484,198.0852,126.50683,127.078804,202.7037,76.22263,27.534624
66,146,876526375ffffff,1.406900285628899,103.91555645748744,"POLYGON ((103.92852475636353 1.4033221372921822, 103.9253734786489 1.4163798547545687, 103.91240443285284 1.4199586597812424, 103.90258707730807 1.4104786492811527, 103.90573954951384 1.3974207074761071, 103.91870818298749 1.3938430003218178, 103.92852475636353 1.4033221372921822))",220.211,99.31286,252.43921,291.57614,262.80872,219.07236,192.3089,208.4447,198.306,246.51215,185.4088,133.9247,101.56907,77.55023,49.169872,20.552296
67,150,876520cacffffff,1.3253108378984533,103.68096284474082,"POLYGON ((103.69394469010263 1.321736011161814, 103.69078136046642 1.3347943425976518, 103.67779877268015 1.3383698164789597, 103.66797994070448 1.3288858778212336, 103.671144456033 1.31582734434885, 103.68412661786236 1.3122529513782275, 103.69394469010263 1.321736011161814))",157.03662,86.63867,198.5204,126.26335,218.13718,589.9716,601.69336,616.17834,705.909,1039.8475,963.28644,748.70416,343.54034,292.10345,363.3438,81.91493
68,151,876526ac0ffffff,1.3178510297166983,103.97335052423304,"POLYGON ((103.9863110868723 1.3142774980477956, 103.98316384550351 1.3273266728809432, 103.97020253534912 1.3309008672958413, 103.96038887546295 1.3214247831844887, 103.96353731267068 1.3083753817393393, 103.97649821413887 1.3048022908252201, 103.9863110868723 1.3142774980477956))",0.5200768,0.40083626,1.0026236,0.68031824,2.02744,0.7381816,1.2414116,1.7547266,1.5324533,3.6784337,2.870714,3.3052573,0.40377393,0.55399835,0.20364025,-0.00088336715
69,156,876526adbffffff,1.3902655092855352,103.93167573494851,"POLYGON ((103.94464220420387 1.3866882349273975, 103.94149197274302 1.3997442048315096, 103.92852475636353 1.4033221372921822, 103.91870818298749 1.3938430003218178, 103.9218596093765 1.3807868051984415, 103.93482641442736 1.3772099720726385, 103.94464220420387 1.3866882349273975))",121.57758,141.29567,246.81613,154.75146,191.65723,181.97014,167.99663,118.30632,182.07492,273.90094,231.95808,217.0898,175.23914,87.75259,56.28576,27.801365
70,157,876520cf6ffffff,1.3526738301856638,103.6258578489782,"POLYGON ((103.63884466337763 1.3490975101558709, 103.63567806635977 1.3621595142103562, 103.6226905103923 1.3657364775432934, 103.612869980939 1.3562503603468543, 103.61603776190061 1.3431881581412333, 103.6290248885901 1.3396122710907536, 103.63884466337763 1.3490975101558709))",39.34116,35.523357,51.86171,35.938686,49.98124,36.31571,33.390217,49.211746,29.256287,55.140953,51.543827,82.388016,98.046,74.73457,36.825695,5.8813057
71,162,876520c84ffffff,1.3763056598667909,103.71707536699356,"POLYGON ((103.73005668206191 1.3727284457833266, 103.72689482930288 1.3857896361251079, 103.7139127709379 1.3893674975090318, 103.70409298950855 1.3798830853530206, 103.70725602960225 1.366821688417406, 103.72023766400768 1.3632449100393598, 103.73005668206191 1.3727284457833266))",179.36758,259.44275,382.1863,207.39796,225.72087,213.89899,197.56384,282.80823,335.37775,300.7117,256.5412,186.8707,449.82452,149.77303,62.051353,39.579304
72,163,876526349ffffff,1.4332095421023892,103.77599399451172,"POLYGON ((103.7889733773531 1.4296297046297497, 103.78581419426384 1.4426935187449206, 103.77283406682604 1.4462740046706772, 103.76301354332344 1.4367895895153713, 103.76617391623019 1.4237255621345428, 103.77915362303837 1.4201461629826848, 103.7889733773531 1.4296297046297497))",185.86629,227.34055,273.73535,311.22006,380.6186,357.45996,338.3853,398.9606,404.7868,467.9169,469.50647,466.95004,490.5395,384.23837,271.63565,158.72389
73,165,876526addffffff,1.351102175376494,103.94112687616092,"POLYGON ((103.95409110407412 1.3475268789823043, 103.95094176984587 1.3605795706662978, 103.93797679482367 1.3641555269907724, 103.92816156491546 1.3546776908528833, 103.93131209411244 1.3416247743039629, 103.94427665846267 1.3380499185656511, 103.95409110407412 1.3475268789823043))",126.836266,244.19603,233.0651,242.88431,236.63106,263.58438,219.56223,263.6336,299.4204,394.74606,343.9914,380.90237,279.7783,281.9018,201.47607,84.190956
74,169,876526ad8ffffff,1.3736333564267105,103.94779213656363,"POLYGON ((103.9607567745932 1.3700569588201732, 103.95760758956119 1.383111177807305, 103.94464220420387 1.3866882349273975, 103.93482641442736 1.3772099720726385, 103.93797679482367 1.3641555269907724, 103.95094176984587 1.3605795706662978, 103.9607567745932 1.3700569588201732))",54.019062,130.1411,221.74661,332.06244,312.62915,226.94536,231.7671,225.2811,230.03413,253.18495,188.56233,252.14693,154.18538,176.62921,125.24238,52.399685
75,170,876520d9dffffff,1.3097720192121736,103.78162973706928,"POLYGON ((103.79460381390041 1.3061982645677734, 103.79144613241267 1.3192524861014725, 103.77847131144851 1.3228268937153145, 103.76865459216745 1.313345990722474, 103.77181346277108 1.3002915590616522, 103.78478786375587 1.2967182403282895, 103.79460381390041 1.3061982645677734))",95.447365,153.08176,351.41,267.73294,274.6201,220.40546,221.19633,219.20125,313.93488,301.15375,309.93463,224.78816,179.10861,128.99161,119.76295,52.841797
76,171,876520c94ffffff,1.4273051714701877,103.75319314206313,"POLYGON ((103.76617391623019 1.4237255621345428, 103.76301354332344 1.4367895895153713, 103.75003202498901 1.4403698463056551, 103.74021130173824 1.4308849904266947, 103.74337286361978 1.4178207518910597, 103.75635395999393 1.4142415801971606, 103.76617391623019 1.4237255621345428))",1636.7964,1584.4924,983.0264,1386.6111,987.0339,1144.4412,1003.6567,1234.0953,1782.4753,2205.622,2866.011,1214.9785,1069.3854,1315.4324,992.5304,568.71564
77,172,876520c1effffff,1.2968603961195992,103.65150806196738,"POLYGON ((103.6644908544167 1.293286869369308, 103.66132619491715 1.3063438633041449, 103.64834266069616 1.3099180366214154, 103.63852421381186 1.300434136790219, 103.64169005775774 1.2873769441504466, 103.65467316435945 1.2838038498541515, 103.6644908544167 1.293286869369308))",17.820755,20.910486,50.377106,52.816837,138.58095,136.97061,88.63925,139.18654,209.55544,470.09683,135.54498,122.69027,123.1521,34.317463,14.99132,1.3049886
78,175,876526adcffffff,1.3570038331822012,103.96390566055278,"POLYGON ((103.97686846575323 1.3534283150974038, 103.97372032732454 1.36648077981233, 103.9607567745932 1.3700569588201732, 103.95094176984587 1.3605795706662978, 103.95409110407412 1.3475268789823043, 103.96705424746357 1.3439518022290973, 103.97686846575323 1.3534283150974038))",78.24121,112.685936,86.09119,141.79715,137.26799,119.54998,110.9477,107.10393,148.5674,179.78577,122.548615,139.19319,74.30827,69.85255,57.414467,34.762417
79,176,876520c80ffffff,1.3929455694892603,103.70092965036996,"POLYGON ((103.7139127709379 1.3893674975090318, 103.71074987581753 1.4024304216247523, 103.69776601216331 1.4060091394843603, 103.68794546880216 1.3965238515031233, 103.6911095508097 1.383460721679713, 103.70409298950855 1.3798830853530206, 103.7139127709379 1.3893674975090318))",29.734203,41.036377,64.124054,51.084488,35.5681,105.52734,30.996151,86.72805,59.12463,124.90971,124.90375,57.41094,50.609043,13.278196,15.745593,0.2905236
80,177,876520d84ffffff,1.2598992585963205,103.83001554287723,"POLYGON ((103.84298417403024 1.2563281276952116, 103.83982962289531 1.26937708732221, 103.82686024698725 1.272948875428373, 103.81704583942681 1.2634706104465245, 103.82020158100455 1.250421438054275, 103.8331705399151 1.24685074321643, 103.84298417403024 1.2563281276952116))",93.03675,123.197624,93.66931,78.61178,116.71604,109.09236,168.99094,273.54514,392.8488,418.68365,255.22906,408.98135,359.28534,500.50912,338.07254,99.828896
81,179,876520cb4ffffff,1.3714803077974644,103.77881241669392,"POLYGON ((103.79178914602021 1.3679035078267143, 103.78863071389692 1.3809625397353713, 103.77565324020598 1.3845399904210423, 103.76583461915884 1.3750573211742685, 103.76899424074873 1.3619980775689935, 103.78197129413532 1.3584217147148556, 103.79178914602021 1.3679035078267143))",59.26401,167.64935,80.5982,199.74017,248.1479,212.45306,143.17203,120.24263,126.37592,175.6041,145.28802,95.14764,73.72376,63.8771,48.74474,21.365362
82,180,876520c96ffffff,1.4498546997302786,103.7598528712539,"POLYGON ((103.77283406682604 1.4462740046706772, 103.76967383995807 1.459339549344443, 103.75669189999827 1.462920891435733, 103.7468706087484 1.4534356033603149, 103.75003202498901 1.4403698463056551, 103.76301354332344 1.4367895895153713, 103.77283406682604 1.4462740046706772))",924.95685,842.8974,1073.3374,1121.7931,1044.9774,793.52386,806.95917,844.23676,623.10236,1748.694,1443.7335,3045.5657,1625.7452,1180.2966,1973.9724,924.92224
83,181,876520db1ffffff,1.26580551992201,103.85279792552096,"POLYGON ((103.86576515366889 1.262234173785698, 103.86261179381357 1.2752829185438652, 103.84964382048499 1.2788549228788069, 103.83982962289531 1.26937708732221, 103.84298417403024 1.2563281276952116, 103.8559517316901 1.2527572183009876, 103.86576515366889 1.262234173785698))",24.412233,29.791689,38.601227,50.685875,88.10799,54.24814,77.6776,88.362946,109.17514,199.55074,196.39061,129.31242,53.582806,62.913727,40.610046,13.825849
84,182,876526362ffffff,1.4009986301879986,103.89276983572128,"POLYGON ((103.90573954951384 1.3974207074761071, 103.90258707730807 1.4104786492811527, 103.88961661701941 1.4140572276881822, 103.87979904280412 1.4045767678968626, 103.88295270866693 1.3915186038560587, 103.89592275530256 1.387941121650294, 103.90573954951384 1.3974207074761071))",64.74334,381.44647,285.86798,719.5371,367.93997,677.1541,346.35977,881.46027,755.9115,839.0952,470.1036,679.4474,510.9085,413.0487,211.70413,85.23871
85,185,876526348ffffff,1.4391132425161917,103.7987932523669,"POLYGON ((103.81177123993554 1.4355331765474175, 103.8086132475051 1.4485967752863849, 103.79563451491182 1.4521774907063478, 103.78581419426384 1.4426935187449206, 103.7889733773531 1.4296297046297497, 103.80195169064754 1.4260500776602685, 103.81177123993554 1.4355331765474175))",94.44262,149.56422,145.41743,181.96303,198.12933,164.81596,154.33888,159.752,155.05687,181.06882,171.35838,141.34416,92.86072,67.05037,53.079216,25.01918
86,188,876526341ffffff,1.4283736776403182,103.83772399867372,"POLYGON ((103.85069876744701 1.424794245826658, 103.84754301135985 1.4378558913788622, 103.83456749692752 1.44143597505994, 103.82474815577062 1.4319533214013151, 103.82790510379843 1.418891457480825, 103.84088020125792 1.4153124653952864, 103.85069876744701 1.424794245826658))",133.88168,144.45613,235.31813,256.89478,284.68015,258.20145,312.91138,234.12561,258.95737,252.77571,264.75122,221.55685,238.15701,170.91908,117.71026,54.74347
87,190,876520d91ffffff,1.3215839197654078,103.82720842941006,"POLYGON ((103.84017971194218 1.3180097264283923, 103.83702441120512 1.3310635213891948, 103.82405238368568 1.3346383696865007, 103.81423607443938 1.325158330600942, 103.81739256597116 1.3121043213006798, 103.83036417616988 1.3085305652330137, 103.84017971194218 1.3180097264283923))",208.16345,326.70996,204.17047,244.29393,270.44867,156.8253,188.64198,218.09622,342.54437,289.72867,327.62842,225.54851,161.45747,121.95496,107.49826,62.105404
88,191,876520ca6ffffff,1.343033627660252,103.74935825492906,"POLYGON ((103.76233595412299 1.3394581377316632, 103.75917618663568 1.352515850404935, 103.74619774372594 1.3560919904715407, 103.73637949048889 1.3466093317258558, 103.73954044620316 1.3335514106898634, 103.75251846714404 1.329976356569883, 103.76233595412299 1.3394581377316632))",180.24825,366.12073,378.17184,339.5547,402.40323,392.63678,367.99307,404.20554,363.00748,489.77075,394.8518,433.30334,439.1318,355.00674,187.80846,74.00054
89,193,87652634effffff,1.4450162698833091,103.82159090857655,"POLYGON ((103.83456749692752 1.44143597505994, 103.83141069599597 1.4544993563124489, 103.81843336219295 1.4580803015846902, 103.8086132475051 1.4485967752863849, 103.81177123993554 1.4355331765474175, 103.82474815577062 1.4319533214013151, 103.83456749692752 1.44143597505994))",235.50441,516.43866,513.143,445.33597,483.76102,404.17493,390.20325,254.59616,338.4061,453.0747,354.79648,315.69473,234.13918,208.097,133.41507,57.874596
90,198,87652636bffffff,1.3999270033194249,103.8082676697787,"POLYGON ((103.82124342229783 1.3963488893854756, 103.81808632730858 1.4094092322554912, 103.80510982977702 1.4129879974808313, 103.79529084608954 1.403505329929531, 103.79844913178333 1.3904447720276998, 103.81142521067584 1.3868670965168777, 103.82124342229783 1.3963488893854756))",294.00247,247.59706,219.66241,280.60995,294.26337,284.9268,209.90129,298.07288,299.5897,324.08182,689.7637,461.23364,283.6104,191.49988,150.39117,50.634842
91,199,876520db3ffffff,1.2883327639129585,103.85945813507246,"POLYGON ((103.87242577833429 1.2847603222077824, 103.8692725660839 1.2978106090714792, 103.85630417742213 1.3013837085594993, 103.84648941655877 1.2919054258381997, 103.84964382048499 1.2788549228788069, 103.86261179381357 1.2752829185438652, 103.87242577833429 1.2847603222077824))",103.24033,85.16359,106.70459,121.70697,173.84117,161.03893,258.1531,279.7943,552.04987,496.65054,432.38666,297.02744,260.60718,386.14792,267.3331,108.891396
92,200,876520cb5ffffff,1.3655746540727192,103.7560161201407,"POLYGON ((103.76899424074873 1.3619980775689935, 103.76583461915884 1.3750573211742685, 103.75285575461483 1.378634547395664, 103.74303693351146 1.3691514436646954, 103.74619774372594 1.3560919904715407, 103.75917618663568 1.352515850404935, 103.76899424074873 1.3619980775689935))",368.82175,461.3027,394.27386,436.5158,258.24033,349.1476,259.32144,323.41022,285.49893,348.39377,374.87888,317.32288,169.33083,183.02856,123.02436,38.39918
93,201,876520cb1ffffff,1.382211985899921,103.73987582426246,"POLYGON ((103.75285575461483 1.378634547395664, 103.74969509003486 1.391695529033676, 103.7367144159557 1.395273615836732, 103.72689482930288 1.3857896361251079, 103.73005668206191 1.3727284457833266, 103.74303693351146 1.3691514436646954, 103.75285575461483 1.378634547395664))",421.5005,481.8931,483.68243,624.85516,721.9162,587.9393,494.96982,455.54675,532.8431,604.69763,528.4687,417.46152,325.62466,229.02754,154.14793,72.30703
94,204,876526368ffffff,1.3832896344868597,103.8244002181867,"POLYGON ((103.83737415311795 1.379712386498886, 103.83421810244873 1.3927709886892765, 103.82124342229783 1.3963488893854756, 103.81142521067584 1.3868670965168777, 103.81458245249179 1.3738082784132777, 103.82755671499851 1.3702314688993193, 103.83737415311795 1.379712386498886))",256.66943,275.24634,145.91003,111.653336,175.1574,166.56161,155.39221,119.191536,161.61623,132.38866,98.42791,106.63314,144.74202,69.250694,177.14415,20.000683
95,205,876520c1dffffff,1.2684100912790504,103.62205443785504,"POLYGON ((103.63503817044614 1.2648378605776014, 103.63187218286231 1.2778935087518775, 103.61888770915346 1.2814663854422002, 103.60906965252742 1.271982536636054, 103.61223682330987 1.2589266930870915, 103.62522086773795 1.2553548935261627, 103.63503817044614 1.2648378605776014))",28.021915,59.13904,86.69303,135.57033,262.58728,147.79393,264.35193,94.810425,80.95632,224.3591,54.28722,135.37047,13.586041,32.449505,45.315796,2.5928571
96,207,876520d8bffffff,1.2979575250213111,103.73604466426522,"POLYGON ((103.7490215196273 1.2943842076158816, 103.74586146074918 1.3074388472971907, 103.73288386211159 1.3110128156796075, 103.72306674520632 1.3015310586604982, 103.72622799151623 1.288476213065611, 103.73920516751622 1.284903330210805, 103.7490215196273 1.2943842076158816))",12.549763,13.877889,16.58448,35.613655,45.00299,26.87848,21.508413,47.744236,31.161734,96.29823,38.079998,90.850204,38.22576,5.7031736,8.122893,1.6328673
97,213,876520d83ffffff,1.293145139263963,103.79776119645793,"POLYGON ((103.81073345967906 1.2895722564279495, 103.80757682146245 1.3026247273489049, 103.79460381390041 1.3061982645677734, 103.78478786375587 1.2967182403282895, 103.78794569153153 1.283665558399708, 103.80091828010843 1.2800931115256649, 103.81073345967906 1.2895722564279495))",266.87073,145.14516,323.95135,261.47095,337.49573,212.93803,164.47997,195.31927,285.08673,352.2478,344.84308,267.8221,159.3765,138.54553,102.11624,30.554686
98,214,876520ca9ffffff,1.3360365949791924,103.6420109614243,"POLYGON ((103.65499597919747 1.3324611303687082, 103.65183042293127 1.3455214008199976, 103.63884466337763 1.3490975101558709, 103.6290248885901 1.3396122710907536, 103.63219162925101 1.3265518015997146, 103.64517696052282 1.3229767700210442, 103.65499597919747 1.3324611303687082))",308.44153,250.82889,308.46912,546.938,800.55743,799.1107,1208.1688,751.3589,1521.9795,1590.4591,329.63992,760.36053,421.9325,520.0208,333.54462,82.45621
99,218,876526ad3ffffff,1.3854346449510897,103.9933499894508,"POLYGON ((104.0063117754698 1.3818578002698463, 104.0031649836569 1.3949115607536007, 103.9902024494674 1.3984890669340642, 103.98038711497819 1.389011708307291, 103.98353510381529 1.3759577175196456, 103.99649723033046 1.372381315470655, 104.0063117754698 1.3818578002698463))",82.39548,120.544876,158.04517,191.76303,199.59377,197.4016,301.97983,366.57632,254.19011,451.00677,385.53665,595.7624,220.09897,227.65627,246.2221,75.658714
100,219,876520c85ffffff,1.3703986784423838,103.69427333376906,"POLYGON ((103.70725602960225 1.366821688417406, 103.70409298950855 1.3798830853530206, 103.6911095508097 1.383460721679713, 103.68128957771127 1.373975879552084, 103.68445380429384 1.3609142781328898, 103.69743681770333 1.3573377231325918, 103.70725602960225 1.366821688417406))",19.835295,67.06892,46.810104,56.061653,110.82341,126.90814,80.035866,70.4408,178.04669,86.53411,184.6988,258.50842,101.8343,53.488922,19.761574,6.1083107
101,223,876520d85ffffff,1.253992354084451,103.80723155078168,"POLYGON ((103.82020158100455 1.250421438054275, 103.81704583942681 1.2634706104465245, 103.80407506487525 1.267042182687771, 103.79426045044312 1.257563490749041, 103.79741738162554 1.2445141076954265, 103.81038773785095 1.2409436270491698, 103.82020158100455 1.250421438054275))",4.8711166,2.8582664,6.1694193,7.911238,9.699459,8.675747,32.16899,27.500002,63.20004,71.40319,59.669254,70.293175,139.70967,47.9695,32.922047,8.577503
102,224,876526aceffffff,1.3285729532852526,103.93446232429248,"POLYGON ((103.94742614175246 1.3249987578933569, 103.94427665846267 1.3380499185656511, 103.93131209411244 1.3416247743039629, 103.92149742427456 1.3321473688018757, 103.92464810213754 1.3190959844940933, 103.93761225547904 1.3155222291315858, 103.94742614175246 1.3249987578933569))",223.40636,253.49335,279.38724,248.38206,225.13203,291.78317,219.05516,231.33223,236.46918,378.91483,371.94305,313.2712,258.57764,214.98535,162.51913,60.24331
103,227,876520d86ffffff,1.282427147676704,103.83667477288915,"POLYGON ((103.84964382048499 1.2788549228788069, 103.84648941655877 1.2919054258381997, 103.83351962398848 1.295478307425089, 103.82370465222179 1.2859995923792649, 103.82686024698725 1.272948875428373, 103.83982962289531 1.26937708732221, 103.84964382048499 1.2788549228788069))",148.54059,191.09784,198.75789,235.23087,212.34178,170.21875,198.31023,278.11008,347.5765,522.1345,323.3443,226.38081,177.11082,194.95314,169.09315,80.64022
104,228,876526ac8ffffff,1.322669960223382,103.91168286722132,"POLYGON ((103.92464810213754 1.3190959844940933, 103.92149742427456 1.3321473688018757, 103.908531442891 1.3357220038846724, 103.89871655192294 1.326244155761029, 103.90186842352671 1.313192549921627, 103.91483399257189 1.3096190135451413, 103.92464810213754 1.3190959844940933))",174.98471,260.3225,245.80893,223.89696,243.65982,241.02132,193.01353,177.05461,213.12338,304.7969,278.67477,210.00182,172.72604,144.44746,104.85176,52.770695
105,229,876526accffffff,1.3060456977776012,103.92779848102565,"POLYGON ((103.9407618876957 1.3024726031770553, 103.93761225547904 1.3155222291315858, 103.92464810213754 1.3190959844940933, 103.91483399257189 1.3096190135451413, 103.91798481896618 1.2965691651841897, 103.93094856096236 1.2929965099862004, 103.9407618876957 1.3024726031770553))",85.219925,132.58038,81.24753,112.62213,117.06782,98.340096,96.08933,93.5384,73.309105,192.00093,138.89146,129.36906,87.719666,86.811485,113.81071,29.842363
106,230,876520cb0ffffff,1.3881176537077533,103.76267469851857,"POLYGON ((103.77565324020598 1.3845399904210423, 103.7724937646482 1.397600761245646, 103.75951447880466 1.4011790738290848, 103.74969509003486 1.391695529033676, 103.75285575461483 1.378634547395664, 103.76583461915884 1.3750573211742685, 103.77565324020598 1.3845399904210423))",363.3176,413.83585,413.2152,529.1523,556.3898,482.9658,419.9623,428.57568,430.3463,517.35754,383.31552,398.5281,273.88388,259.46637,181.13423,71.79973
107,231,876520db0ffffff,1.2717111352299213,103.87557869167998,"POLYGON ((103.88854451288984 1.2681395734947916, 103.88539234514963 1.2811881012808402, 103.87242577833429 1.2847603222077824, 103.86261179381357 1.2752829185438652, 103.86576515366889 1.262234173785698, 103.87873130614436 1.2586630494709594, 103.88854451288984 1.2681395734947916))",0.20621009,0.0028756144,0.53250515,0.056152552,0.11595012,0.38574135,0.8986031,0.5410361,0.8404598,0.12391233,2.3348353,1.0842903,0.53848684,0.41142327,0.33039215,0.20294133
108,234,876526364ffffff,1.361829376815837,103.90222769719716,"POLYGON ((103.91519517152994 1.358253424852427, 103.91204359660128 1.3713080939239661, 103.8990753757867 1.3748847034136293, 103.88925914311058 1.3654055461835943, 103.89241191173834 1.3523506552277593, 103.90537971955744 1.3487751431940527, 103.91519517152994 1.358253424852427))",117.1174,149.98799,166.66942,131.79228,142.75787,123.89361,109.90717,123.93788,139.5705,198.8026,115.76694,118.274475,59.663525,49.88721,29.939316,15.12297
109,235,876520d8effffff,1.287238223745566,103.7749720344599,"POLYGON ((103.78794569153153 1.283665558399708, 103.78478786375587 1.2967182403282895, 103.77181346277108 1.3002915590616522, 103.76199731009213 1.2908111070040913, 103.76515632658653 1.277758216173596, 103.7781303072572 1.2741859861099638, 103.78794569153153 1.283665558399708))",257.96048,291.86212,340.15778,521.5615,535.9774,289.74127,377.42023,312.26688,316.20898,594.7945,478.91916,506.25537,329.77957,273.1963,175.84093,144.81113
110,242,87652636affffff,1.405830679463253,103.83106175268335,"POLYGON ((103.84403610470349 1.4022523396658193, 103.84088020125792 1.4153124653952864, 103.82790510379843 1.418891457480825, 103.81808632730858 1.4094092322554912, 103.82124342229783 1.3963488893854756, 103.83421810244873 1.3927709886892765, 103.84403610470349 1.4022523396658193))",462.53995,862.5648,496.72845,600.1237,530.7201,409.5474,307.71796,374.8424,484.25604,663.82764,527.94165,463.57672,378.98282,293.7726,252.22113,84.3622
111,243,876526ac6ffffff,1.3237527000233706,103.9961240685452,"POLYGON ((104.00908320328486 1.3201789492808111, 104.00593715858359 1.3332278953996457, 103.99297727590823 1.3368023098795927, 103.98316384550351 1.3273266728809432, 103.9863110868723 1.3142774980477956, 103.99927056219119 1.310704188735333, 104.00908320328486 1.3201789492808111))",95.68616,107.259415,116.73771,92.02717,57.534443,35.568516,164.85652,105.214134,210.86081,199.12366,70.37237,81.03137,82.012634,130.42476,23.703814,16.151726
112,246,876520d8affffff,1.3038650949045385,103.75883799470238,"POLYGON ((103.77181346277108 1.3002915590616522, 103.76865459216745 1.313345990722474, 103.75567838039409 1.3169201785387707, 103.74586146074918 1.3074388472971907, 103.7490215196273 1.2943842076158816, 103.76199731009213 1.2908111070040913, 103.77181346277108 1.3002915590616522))",148.91931,184.69582,185.25725,273.07086,267.26822,155.31322,130.83691,110.95719,140.8694,220.77902,184.30528,158.59238,124.63658,85.09736,59.5643,27.550562
