,geometry,latitude,longitude,weekday_00,weekday_05,weekday_06,weekday_07,weekday_08,weekday_09,weekday_10,weekday_11,weekday_12,weekday_13,weekday_14,weekday_15,weekday_16,weekday_17,weekday_18,weekday_19,weekday_20,weekday_21,weekday_22,weekday_23,weekend_00,weekend_05,weekend_06,weekend_07,weekend_08,weekend_09,weekend_10,weekend_11,weekend_12,weekend_13,weekend_14,weekend_15,weekend_16,weekend_17,weekend_18,weekend_19,weekend_20,weekend_21,weekend_22,weekend_23
1390,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,90349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,0,119615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24754,0,0,0,0,0,0,0,0,0,0
1395,POINT (103.8481439644746 1.350838987693842),1.3508389876938425,103.84814396447456,0,0,0,0,0,0,0,0,0,48518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7227,0,0,0,0,0,0,0
1397,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,15344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,18117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8321,0,0,0,0,0,0
1401,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,40524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5713,0,0,0,0
1405,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,0
1407,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6892,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,13006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,0,0
1411,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,12806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,0,0,0,0,0,0,0,0,0,0,0,0
1414,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,32305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,20486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,0,0,0
1419,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,36147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6527,0,0,0,0,0,0,0,0,0
1426,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032,0,0,0,0,0
1427,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7727,0,0,0,0,0,0,0,0,0,0
1429,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,12653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934
1432,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,11452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605,0,0,0,0,0,0,0,0
1434,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,15116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,POINT (103.8902870313661 1.326345371661258),1.326345371661258,103.8902870313661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7850,0,0,0,0,0,0,0,0,0,0,0
1436,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,17463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6126,0,0,0,0,0
1439,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,9076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472,0,0,0,0,0,0,0
1442,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,30694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,7967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011,0,0,0,0,0,0,0,0,0,0,0,0
1448,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387,0,0,0
1450,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4061,0,0,0,0
1451,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046,0,0,0,0,0,0,0,0
1454,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,0,0,0,0,0,0,0,0
1455,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046,0,0,0,0,0,0
1461,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,30091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,0
1463,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
1466,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,8011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5161,0,0,0,0,0,0,0,0,0,0,0
1468,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,34077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,15944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0
1473,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,6972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,POINT (103.9084597344644 1.334967301564287),1.334967301564287,103.90845973446444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990,0,0,0,0,0,0,0,0,0,0
1476,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0
1479,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0
1483,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0
1486,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,0
1487,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
1489,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0
1492,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0
1494,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0
1496,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,0
1497,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,0,0
1502,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,POINT (103.7972463166611 1.330786387363983),1.330786387363983,103.79724631666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,0,0,0,0,0,0,0,0,0,0,0,0,0
