,h3_index,h3_address,latitude,longitude,geometry,weekday_00,weekday_01,weekday_02,weekday_03,weekday_04,weekday_05,weekday_06,weekday_07,weekday_08,weekday_09,weekday_10,weekday_11,weekday_12,weekday_13,weekday_14,weekday_15,weekday_16,weekday_17,weekday_18,weekday_19,weekday_20,weekday_21,weekday_22,weekday_23,weekend_00,weekend_01,weekend_02,weekend_03,weekend_04,weekend_05,weekend_06,weekend_07,weekend_08,weekend_09,weekend_10,weekend_11,weekend_12,weekend_13,weekend_14,weekend_15,weekend_16,weekend_17,weekend_18,weekend_19,weekend_20,weekend_21,weekend_22,weekend_23
63,64,876526ae3ffffff,1.2787081144357877,103.98279269711078,"POLYGON ((103.99575101723678 1.275136574643888, 103.99260467271534 1.2881824475972377, 103.97964560509027 1.2917546519542107, 103.96983329023058 1.2822798784227791, 103.97298083062991 1.2692337792157051, 103.98593949022404 1.2656626796013009, 103.99575101723678 1.275136574643888))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,876520c0effffff,1.245871946672525,103.6154036952939,"POLYGON ((103.62838699882514 1.2423007935204737, 103.62522086773795 1.2553548935261627, 103.61223682330987 1.2589266930870915, 103.60241933980069 1.2494433155310731, 103.60558665368785 1.23638902137157, 103.61857026850247 1.232818298729005, 103.62838699882514 1.2423007935204737))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,876526345ffffff,1.4117336860617464,103.8538542243765,"POLYGON ((103.86682717195733 1.4081551200418196, 103.8636724608933 1.421215026522301, 103.85069876744701 1.424794245826658, 103.84088020125792 1.4153124653952864, 103.84403610470349 1.4022523396658193, 103.85700938217177 1.3986742134246968, 103.86682717195733 1.4081551200418196))",0.5362318840579711,0.0,0.0,0.0,0.0,15.04,106.92307692307692,162.80434782608697,71.0603448275862,55.5,52.029411764705884,47.16216216216216,46.32967032967033,30.82075471698113,29.106382978723403,28.555555555555557,29.726666666666667,77.12056737588652,57.234234234234236,30.920289855072465,21.506493506493506,10.32484076433121,6.907407407407407,2.432558139534884,0.6333333333333333,0.0,0.0,0.0,0.0,7.177777777777778,21.162790697674417,45.35,66.91666666666667,74.09677419354838,99.52173913043478,92.24,65.27777777777777,62.1,38.666666666666664,35.91111111111111,62.28125,109.04166666666667,55.333333333333336,32.023809523809526,20.1875,17.78048780487805,10.270833333333334,3.80327868852459
66,67,876520da1ffffff,1.2148494830128667,103.81669921557123,"POLYGON ((103.82966701283286 1.2112805392654682, 103.82651216768427 1.2243264011318111, 103.81354362610637 1.2278960029146386, 103.80373034755999 1.2184186497974023, 103.80688638235856 1.205372577617124, 103.81985450626881 1.2018040686751155, 103.82966701283286 1.2112805392654682))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,68,876520c95ffffff,1.4214001334495079,103.73039070207628,"POLYGON ((103.74337286361978 1.4178207518910597, 103.74021130173824 1.4308849904266947, 103.72722839645722 1.4344650184408898, 103.7174074765655 1.4249797243094533, 103.72057022657783 1.4119152767301706, 103.73355270856804 1.4083363321339033, 103.74337286361978 1.4178207518910597))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,69,876520da8ffffff,1.2255576502494139,103.77778940407514,"POLYGON ((103.79076040999561 1.2219880390620204, 103.78760333253216 1.2350358726326782, 103.77463158292993 1.238606139452778, 103.76481733099631 1.2291274828020122, 103.76797559682817 1.216079441898802, 103.78094692644113 1.2125102647860317, 103.79076040999561 1.2219880390620204))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,876520ca4ffffff,1.3204945821009595,103.74270110294887,"POLYGON ((103.75567838039409 1.3169201785387707, 103.75251846714404 1.329976356569883, 103.73954044620316 1.3335514106898634, 103.72972276103219 1.324069200848668, 103.73288386211159 1.3110128156796075, 103.74586146074918 1.3074388472971907, 103.75567838039409 1.3169201785387707))",3.236111111111111,0.0,0.0,0.0,0.0,51.175141242937855,316.32704402515725,383.641975308642,206.07655502392345,84.39661016949152,69.25182481751825,66.3971119133574,98.93333333333334,89.24651162790698,83.65865384615384,80.90972222222223,98.33105802047781,223.63178294573643,314.1928934010152,162.14141414141415,85.3596837944664,55.03703703703704,42.62672811059908,17.4822695035461,5.25,0.0,0.0,0.0,0.0,23.25,164.32,239.91304347826087,246.3111111111111,228.6122448979592,181.61290322580646,193.4,199.83870967741936,174.24242424242425,149.15384615384616,151.86153846153846,178.96825396825398,227.08620689655172,182.34722222222223,213.3673469387755,131.77777777777777,126.92592592592592,58.14473684210526,23.96551724137931
70,71,87652632bffffff,1.4412385770234852,103.96779216830271,"POLYGON ((103.98075803465852 1.4376588745288221, 103.97760929802386 1.450717653148948, 103.964642683684 1.4542980139034953, 103.95482521551591 1.4448184944276192, 103.95797514870158 1.4317594860210987, 103.97094135371788 1.4281802266850545, 103.98075803465852 1.4376588745288221))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72,876526aedffffff,1.2443807815727232,103.93058513545044,"POLYGON ((103.9435458916657 1.2408107747224333, 103.94039700729938 1.2538555534898193, 103.92743550464633 1.2574262233366023, 103.91762329759885 1.2479510130292863, 103.92077337578824 1.2349060134392231, 103.93373446741576 1.2313364447864636, 103.9435458916657 1.2408107747224333))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,73,876520c88ffffff,1.397773364136629,103.63916520795352,"POLYGON ((103.65215287946732 1.3941948900759245, 103.64898657013971 1.40725995211625, 103.63599815661577 1.4108390686331802, 103.62617648124929 1.4013520462226772, 103.6293439753186 1.3882867835862722, 103.64233196023095 1.3847087437642183, 103.65215287946732 1.3941948900759245))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,876526adaffffff,1.3961664888071619,103.9544581054332,"POLYGON ((103.96742315324207 1.3925889897791597, 103.96427411754108 1.4056447323583536, 103.95130832218568 1.4092228904826092, 103.94149197274302 1.3997442048315096, 103.94464220420387 1.3866882349273975, 103.95760758956119 1.383111177807305, 103.96742315324207 1.3925889897791597))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,876526ac1ffffff,1.31194869469402,103.95057532605385,"POLYGON ((103.96353731267068 1.3083753817393393, 103.96038887546295 1.3214247831844887, 103.94742614175246 1.3249987578933569, 103.93761225547904 1.3155222291315858, 103.9407618876957 1.3024726031770553, 103.9537242113904 1.2988997303013095, 103.96353731267068 1.3083753817393393))",1.1094890510948905,0.0,0.0,0.0,0.0,14.969696969696969,109.22834645669292,171.3661971830986,162.53900709219857,97.13492063492063,73.90839694656489,48.80927835051546,64.07602339181287,88.20304568527919,65.06214689265536,66.8695652173913,73.03703703703704,90.87128712871286,101.89375,57.67088607594937,31.818181818181817,26.851190476190474,18.919254658385093,6.2631578947368425,1.5483870967741935,0.0,0.0,0.0,0.0,7.333333333333333,33.604166666666664,75.11363636363636,108.05555555555556,101.41269841269842,172.38888888888889,115.10416666666667,88.9,84.14814814814815,61.17142857142857,58.984375,86.44,97.10204081632654,98.04444444444445,71.51785714285714,48.14035087719298,43.958333333333336,28.06,10.047619047619047
75,76,876526301ffffff,1.4696757553530673,103.99724388552792,"POLYGON ((104.01020873128446 1.4660947207844408, 104.00706134216153 1.4791547787236947, 103.99409574778102 1.4827364721272565, 103.98427795039123 1.4732570041075042, 103.98742653729047 1.4601967130434788, 104.00039172401638 1.456616122932347, 104.01020873128446 1.4660947207844408))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,77,876526a51ffffff,1.2052510914656809,103.94003223492399,"POLYGON ((103.95299075185603 1.2016830772371223, 103.94984276392053 1.214724535266986, 103.93688350056577 1.218293214307732, 103.92707263572979 1.2088193326944248, 103.93022181752893 1.195777654198148, 103.94318067051391 1.1922100775887534, 103.95299075185603 1.2016830772371223))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,78,87652634bffffff,1.4557584155801362,103.78265471199616,"POLYGON ((103.79563451491182 1.4521774907063478, 103.79247547825899 1.465242820887768, 103.77949493052675 1.4688243937919956, 103.76967383995807 1.459339549344443, 103.77283406682604 1.4462740046706772, 103.78581419426384 1.4426935187449206, 103.79563451491182 1.4521774907063478))",2.161290322580645,0.0,0.0,0.0,0.0,75.07692307692308,1049.9375,615.6296296296297,220.35555555555555,90.69491525423729,89.39473684210526,174.70967741935485,428.6296296296296,301.7741935483871,352.5238095238095,637.027027027027,679.65,597.3928571428571,771.8611111111111,404.10526315789474,244.02325581395348,297.34375,98.07317073170732,24.65909090909091,3.5,0.0,0.0,0.0,0.0,18.0,505.0,477.9,449.25,236.73333333333332,189.58823529411765,322.1818181818182,570.5714285714286,287.45454545454544,284.8,382.875,336.0,1105.0,973.0,336.7,424.42857142857144,158.83333333333334,104.5,56.44444444444444
78,79,876520c83ffffff,1.409588066570415,103.68478108772331,"POLYGON ((103.69776601216331 1.4060091394843603, 103.69460207486549 1.4190737939958327, 103.68161640755007 1.4226533655386733, 103.67179510370148 1.4131672023196342, 103.67496022743818 1.400102342987717, 103.68794546880216 1.3965238515031233, 103.69776601216331 1.4060091394843603))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,80,876520cb6ffffff,1.394022660457866,103.78547198270769,"POLYGON ((103.79844913178333 1.3904447720276998, 103.79529084608954 1.403505329929531, 103.78231295242928 1.4070838686539529, 103.7724937646482 1.397600761245646, 103.77565324020598 1.3845399904210423, 103.78863071389692 1.3809625397353713, 103.79844913178333 1.3904447720276998))",3.4705882352941178,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.5,2.566666666666667,3.7058823529411766,5.2,22.428571428571427,13.891891891891891,21.885714285714286,28.08108108108108,34.95652173913044,61.0,109.06,66.76086956521739,20.984848484848484,22.467532467532468,16.066037735849058,5.811965811965812,1.4848484848484849,0.0,0.0,0.0,0.0,0.0,5.142857142857143,7.666666666666667,5.2,5.111111111111111,3.4,8.12,20.916666666666668,35.78947368421053,55.25,113.41666666666667,241.5,163.64285714285714,197.33333333333334,52.8,23.61111111111111,33.095238095238095,39.63636363636363,12.851851851851851
80,81,876526369ffffff,1.377385302212333,103.80160711839183,"POLYGON ((103.81458245249179 1.3738082784132777, 103.81142521067584 1.3868670965168777, 103.79844913178333 1.3904447720276998, 103.78863071389692 1.3809625397353713, 103.79178914602021 1.3679035078267143, 103.8047648059384 1.3643269218232372, 103.81458245249179 1.3738082784132777))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,876520d80ffffff,1.2765208836823287,103.81388979899275,"POLYGON ((103.82686024698725 1.272948875428373, 103.82370465222179 1.2859995923792649, 103.81073345967906 1.2895722564279495, 103.80091828010843 1.2800931115256649, 103.80407506487525 1.267042182687771, 103.81704583942681 1.2634706104465245, 103.82686024698725 1.272948875428373))",3.1690821256038646,0.0,0.0,0.0,0.0,27.545736434108527,163.58064516129033,194.92139737991266,217.0976331360947,124.55285540704739,53.511971830985914,50.78441231929604,67.18236173393124,73.43357783211084,76.41389728096676,87.99063475546306,143.6404958677686,304.7712933753943,469.17017208413,225.10237659963437,93.57023643949931,63.02124833997344,59.330258302583026,23.464646464646464,3.7196969696969697,0.0,0.0,0.0,0.0,15.946078431372548,67.20289855072464,111.86666666666666,178.54597701149424,178.4757281553398,161.99159663865547,128.8986928104575,120.24260355029585,88.87654320987654,82.57179487179488,87.17548746518106,123.71323529411765,159.66521739130434,147.4602510460251,122.82978723404256,78.1779359430605,68.58671586715867,61.61214953271028,25.699152542372882
82,83,876520cf2ffffff,1.3693136501997494,103.60970190100072,"POLYGON ((103.6226905103923 1.3657364775432934, 103.6195228728095 1.3788002118217924, 103.6065335220628 1.3823780263576335, 103.59671223939196 1.372891031616593, 103.59988106046674 1.3598271000766864, 103.612869980939 1.3562503603468543, 103.6226905103923 1.3657364775432934))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,84,876520c91ffffff,1.4380452549493723,103.71424442742241,"POLYGON ((103.72722839645722 1.4344650184408898, 103.7240657916877 1.4475309857646879, 103.71108107912544 1.4511118673061374, 103.70125939583677 1.4416256993884882, 103.70442318829011 1.428559523907614, 103.7174074765655 1.4249797243094533, 103.72722839645722 1.4344650184408898))",0.0,0.0,0.0,0.0,0.0,17.0,51.0,120.0,133.0,100.0,45.666666666666664,20.333333333333332,83.0,14.666666666666666,42.5,53.0,69.66666666666667,156.0,185.0,312.0,130.0,31.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,53.0,55.0,64.0,65.0,50.0,32.0,18.0,16.0,63.0,87.0,115.0,41.5,115.0,46.0,18.0,3.0,3.0
84,85,876526ae5ffffff,1.2395751233060337,103.99223217982318,"POLYGON ((104.00518825748435 1.2360055808406725, 104.00204280959767 1.2490481399357491, 103.98908598445365 1.252618348781411, 103.97927501478519 1.2431448923593322, 103.98242165858834 1.2301021073700187, 103.99537807635625 1.226533004504369, 104.00518825748435 1.2360055808406725))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,86,876526acdffffff,1.3001420417913372,103.9050199961694,"POLYGON ((103.91798481896618 1.2965691651841897, 103.91483399257189 1.3096190135451413, 103.90186842352671 1.313192549921627, 103.89205409376471 1.3037151392497182, 103.89520611350403 1.2906650705856044, 103.9081712698745 1.2870926327041046, 103.91798481896618 1.2965691651841897))",5.358885017421603,0.0,0.0,0.0,0.0,28.9027027027027,190.87745098039215,383.6775956284153,382.2367149758454,237.69117647058823,117.47003154574132,117.55891238670695,140.18421052631578,185.23809523809524,145.33444816053512,136.61627906976744,146.2117962466488,181.48533333333333,200.9129213483146,116.80984340044743,92.9015317286652,99.42394014962593,84.57236842105263,36.14191419141914,10.933333333333334,0.0,0.0,0.0,0.0,13.457831325301205,88.265625,130.91139240506328,167.08333333333334,179.53097345132744,166.03623188405797,166.95333333333335,183.51298701298703,201.42753623188406,185.05,253.44,238.5206611570248,287.9894736842105,237.54621848739495,187.54761904761904,178.17948717948718,256.11392405063293,143.28865979381445,45.733333333333334
86,87,876520da6ffffff,1.2266639243954398,103.86225844752123,"POLYGON ((103.87522344015386 1.2230945565007758, 103.87207097681564 1.236139991432486, 103.85910523901573 1.2397100193482242, 103.84929237977984 1.2302335159545545, 103.85244603444121 1.2171878665045002, 103.86541135722997 1.2136189347736568, 103.87522344015386 1.2230945565007758))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,88,876520d94ffffff,1.3108619944872357,103.86611905490538,"POLYGON ((103.8790871129454 1.3072884570011563, 103.87593404843454 1.3203402822679917, 103.86296524477537 1.3239144771205373, 103.85314992083924 1.314435751149279, 103.85630417742213 1.3013837085594993, 103.8692725660839 1.2978106090714792, 103.8790871129454 1.3072884570011563))",7.304827586206897,0.0,0.0,0.0,0.0,19.123684210526317,190.5610859728507,320.31284916201116,420.9178433889602,219.8171936758893,92.83079526226734,77.91406987724268,98.68331503841932,106.22057142857143,130.62420382165604,120.73337950138504,150.6193745232647,303.95806745670006,451.575,275.1445663010967,134.90449826989618,120.6686950642326,123.60865874363327,56.65444617784711,12.047930283224401,0.0,0.0,0.0,0.0,8.853427895981087,109.70535714285714,214.42279411764707,246.06859205776172,192.97283950617285,171.12865497076024,159.1433506044905,189.02056074766355,171.06478405315616,184.89648798521256,180.13186813186815,246.71131639722864,358.91185410334344,334.72159090909093,333.96491228070175,270.21409921671017,269.67732558139534,213.16857142857143,86.03554502369668
88,89,876526343ffffff,1.4509186213770906,103.84438695609161,"POLYGON ((103.85736214128214 1.4473380973413135, 103.85420653268818 1.4604012589974378, 103.84123060161896 1.4639824344793546, 103.83141069599597 1.4544993563124489, 103.83456749692752 1.44143597505994, 103.84754301135985 1.4378558913788622, 103.85736214128214 1.4473380973413135))",0.03636363636363636,0.0,0.0,0.0,0.0,1.9714285714285715,9.920634920634921,11.903846153846153,6.864864864864865,5.153846153846154,6.0,5.588235294117647,3.831168831168831,2.561224489795918,2.989247311827957,1.44,1.8609271523178808,2.4166666666666665,3.63855421686747,2.923076923076923,2.55,1.7820512820512822,1.1134020618556701,0.25757575757575757,0.025,0.0,0.0,0.0,0.0,0.3142857142857143,1.8717948717948718,4.375,7.875,16.176470588235293,7.548387096774194,12.25,5.230769230769231,4.764705882352941,3.5,7.076923076923077,7.333333333333333,6.925925925925926,5.82051282051282,10.217391304347826,7.260869565217392,2.8,2.730769230769231,0.8571428571428571
89,90,876520524ffffff,1.4369737246224892,103.62966315666719,"POLYGON ((103.64265305421998 1.4333933250428887, 103.63948584758184 1.4464616332401252, 103.62649520801037 1.450042673425319, 103.61667220457052 1.4405543298004178, 103.61984059589822 1.4274858206744139, 103.63283080619468 1.4239058559100026, 103.64265305421998 1.4333933250428887))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,91,876526365ffffff,1.355926384908106,103.87944302514971,"POLYGON ((103.89241191173834 1.3523506552277593, 103.88925914311058 1.3654055461835943, 103.87628951046433 1.3689819323959165, 103.86647306098601 1.3595023316754573, 103.86962702247827 1.346447220941025, 103.882596240799 1.3428719305134098, 103.89241191173834 1.3523506552277593))",13.961756373937677,0.0,0.0,0.0,0.0,63.74279379157428,352.71153846153845,675.6419294990724,878.7569892473118,550.1276595744681,369.1108490566038,244.8838383838384,228.25321888412017,258.4965229485396,350.25192307692305,280.34177215189874,295.13675213675214,398.69287833827894,543.5437788018434,405.99233128834356,269.7587168758717,244.4604715672677,172.24202898550723,75.44586894586895,21.764150943396228,0.0,0.0,0.0,0.0,23.660550458715598,137.3009708737864,283.42528735632186,476.7266666666667,481.19101123595505,494.1868131868132,432.29680365296804,467.7972350230415,517.235,401.36752136752136,421.15384615384613,455.9126213592233,543.1182795698925,498.1990291262136,560.5414012738853,439.2906976744186,370.11578947368423,252.08040201005025,108.1917808219178
91,92,876526a0bffffff,1.222964129023519,104.00833340654002,"POLYGON ((104.021287647952 1.2193954814824213, 104.01814324658078 1.2324362655185759, 104.00518825748435 1.2360055808406725, 103.99537807635625 1.226533004504369, 103.99852367407648 1.2134919937048865, 104.01147825678831 1.209923785812332, 104.021287647952 1.2193954814824213))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,93,876520cf4ffffff,1.3301270449244569,103.61920524390852,"POLYGON ((103.63219162925101 1.3265518015997146, 103.6290248885901 1.3396122710907536, 103.61603776190061 1.3431881581412333, 103.60621780570142 1.3337024994332205, 103.60938572990716 1.320641833012919, 103.62237242698568 1.3170670220373648, 103.63219162925101 1.3265518015997146))",1.0,0.0,0.0,0.0,0.0,0.0,7.0,69.0,72.0,11.0,6.5,69.0,38.0,27.0,41.0,51.0,375.0,477.0,143.0,121.0,63.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,52.0,17.0,3.0,4.0,7.0,4.0,8.0,5.0,11.0,15.0,12.0,21.0,43.0,15.0,3.0,4.0,0.0
93,94,876520d93ffffff,1.3441184110126028,103.83386881148438,"POLYGON ((103.8468405107822 1.3405431248181052, 103.84368535726132 1.3535984532251224, 103.83071291275662 1.357174393961824, 103.82089603897339 1.3476939136597839, 103.82405238368568 1.3346383696865007, 103.83702441120512 1.3310635213891948, 103.8468405107822 1.3405431248181052))",10.912087912087912,0.0,0.0,0.0,0.0,51.43362831858407,339.9230769230769,640.3428571428572,576.3742331288344,306.2584269662921,149.63223140495867,138.1191335740072,161.2,186.42560553633217,183.88,227.875,214.19444444444446,473.79695431472084,573.6730769230769,380.71505376344084,170.16532258064515,185.59134615384616,156.93125,73.39873417721519,15.089285714285714,0.0,0.0,0.0,0.0,19.64814814814815,148.9090909090909,224.28571428571428,326.1923076923077,324.19354838709677,322.625,255.7128712871287,352.2375,337.5125,306.08,293.46666666666664,393.85714285714283,451.39622641509436,485.7142857142857,329.91525423728814,244.40322580645162,252.03571428571428,195.1509433962264,86.6842105263158
94,95,876526360ffffff,1.3784615295055411,103.88610607542795,"POLYGON ((103.8990753757867 1.3748847034136293, 103.89592275530256 1.387941121650294, 103.88295270866693 1.3915186038560587, 103.87313569671942 1.3820385716395747, 103.87628951046433 1.3689819323959165, 103.88925914311058 1.3654055461835943, 103.8990753757867 1.3748847034136293))",6.197207678883071,0.0,0.0,0.0,0.0,54.86430678466077,264.10174152153985,511.5891238670695,486.66134185303514,304.8553770086527,260.63958641063516,211.2297476759628,216.95555555555555,212.66666666666666,185.70482603815938,166.52114060963618,152.47893030794165,220.24872665534804,277.0731707317073,217.06974358974358,124.41116279069767,106.0238751147842,75.89032258064516,33.834500875656744,9.563025210084033,0.0,0.0,0.0,0.0,27.585492227979273,93.08674698795181,179.58035714285714,261.0213414634146,306.2460567823344,285.5942857142857,307.8135048231511,328.1666666666667,276.5047021943574,212.23719676549865,220.3764367816092,201.78795811518324,232.5977653631285,215.49197860962568,222.52287581699346,175.65676567656766,151.2516129032258,102.33806818181819,45.830729166666664
95,96,876520c2affffff,1.2067143035980623,103.6249025186849,"POLYGON ((103.637883599542 1.2031450933452064, 103.6347183647042 1.216195892094865, 103.62173654295849 1.219765750592449, 103.61192038521949 1.210283731972104, 103.61508680290983 1.1972327394026672, 103.62806819570469 1.1936639590803015, 103.637883599542 1.2031450933452064))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
